name,identifier,parent
Mbwela-Mbunda,None,ngan1306
Chokwe-Lwena,None,chok1244
Ruund-Salampasu,None,chok1246
Lunda-Ruund-Kete,None,ruun1239
Ruund-Kete,None,lund1275
Greater Bangi-Ntomba,None,cent2260
Ngiri,None,grea1286
Ngiri Riverain,None,ngir1248
Ngiri Riverain Ubangi,None,ngir1249
Ngiri Riverain Ubangi-Ripuaire,None,ngir1252
Bobangic,None,ngir1254
Bobangic Riverain,None,boba1248
Bobangi-Bangala-Lingala,None,boba1249
Lingala-Bangala,None,boba1250
Libinzic,None,ngir1254
Libinza Ngiri,None,libi1251
Libinza Fleuve,None,libi1251
Ngiri Riverain Ubangi-Interieur,None,ngir1252
Likoka,None,ngir1253
Ngiri Riverain Mongala,None,ngir1249
Ngiri Terrien,None,ngir1248
Ngombe-Genja,None,ngir1250
Bamweic,None,ngir1250
Unclassified Ngiri,None,ngir1248
Saw,None,unun9926
Budja (C.37),None,unun9926
Unclassified Greater Bangi-Ntomba,None,grea1286
Kela-Ntomba,None,grea1286
Vieux Mongo,None,kela1261
Nkutsuic,None,vieu1234
Boshongo,None,nkut1239
Bushoong-Wongo-Lele,None,bosh1243
Tetelaic,None,nkut1239
Lomongo,None,vieu1234
Bolia-Ntomba,None,kela1261
Kongo-Yaka-Suku-Hungan,None,cent2260
Kongo-Yaka-Suku,None,kong1295
Yaka-Suku,None,kong1296
Kikongoic,None,kong1296
Core Kikongo,None,kiko1234
South-Central-East Kikongo,None,core1256
Koongo-Kituba,None,sout3249
West Kikongo,None,core1256
Yombe-Vili,None,west2874
Lumbuic,None,west2874
Lumbu-Bwisi,None,lumb1251
Ngubi-Sangu-Sira-Punu,None,lumb1251
Sangu-Sira-Punu,None,ngub1240
Sangu-Sira,None,sang1341
Sira-Barama,None,sang1345
Punu-Vungu,None,sang1341
Northern Kikongo,None,kiko1234
Kunyi-Beembe,None,nort3267
Kele (C.60),None,cent2260
Kele-Poke,None,kele1261
Kele-Lombo,None,kele1263
So-Poke,None,kele1263
Basoo,None,sopo1239
Greater Luyana,None,cent2260
Western Greater Luyana,None,grea1287
Simaaic,None,west2833
Mashi-Mbukushi,None,west2833
Eastern Greater Luyana,None,grea1287
Yanzi (B.80),None,cent2260
Kwilu-Umlaut,None,yanz1243
Yans-Mpur-Ntsambaan,None,kwil1235
Boma-Tiene-Mpe,None,yanz1243
Boma-Tiene,None,boma1248
Kwilu-Nsong,None,yanz1243
Nsong-Mpiin-Ngong,None,kwil1237
Mbam,None,narr1281
West Mbam (A.40),None,mbam1252
Mandi-Nyokon,None,west2826
Yambasa (A.60),None,mbam1252
Baca-Nuclear Yambasa,None,yamb1256
Baca,None,baca1247
Nuclear Yambasa,None,baca1247
Elip-Maala,None,nucl1746
Sanaga (A.60),None,mbam1252
Lebonya,None,narr1281
Nyali-Ndaka-Mbo-Budu-Vanuma,None,lebo1246
Vanuma-Nyali,None,nyal1255
Ndaka-Mbo,None,nyal1255
Bantu A-B10-B20-B30,None,narr1281
Lundu-Balong (A.10),None,bant1295
Lekongo-Manenguba,None,lund1274
Bafaw-Balong-Manenguba,None,leko1248
Manenguba,None,ngoe1239
Central Manenguba,None,mane1268
Sawabantu,None,bant1295
Dualaic,None,sawa1251
Duala-Malimba,None,dual1244
Kole-Isubu,None,dual1244
Bengaic,None,sawa1251
Yasa-Kombe,None,beng1289
Kpwe,None,sawa1251
Basaa (A.40),None,bant1295
Abo-Barombi,None,basa1283
Basaa-Bakoko,None,basa1283
Basaa-Hijuk,None,basa1289
B10-B30,None,bant1295
Okani (B.30),None,b10b1234
Southern Okani,None,tsog1242
Northern Okani,None,tsog1242
Yaunde-Fang (A.70),None,bant1295
Ewondo-Bebele,None,yaun1239
Sheke,None,bant1295
Bafia (A.50),None,bant1295
Nuclear Bafia (A.50),None,bafi1244
Lefa-Bafia,None,nucl1740
Makaa-Njem (A.80),None,bant1295
Pomo-Bomwali,None,maka1323
Kako (A.90),None,pomo1274
Ndzem-Bomwali,None,pomo1274
Bekwilic,None,ndze1234
Mpiemo-Ukhwejo,None,bekw1243
Njemic,None,ndze1234
Makaaic,None,ndze1234
Mvumboic,None,maka1323
Keleic,None,bant1295
Kele-Sake,None,kele1260
Greater Sake,None,kele1262
Sake-Ndambomo,None,grea1290
Ngom-Mwesa-Mbangwe,None,grea1290
Ngom-Mwesa,None,ngom1273
Kele-Tombidi,None,kele1262
Greater Kota,None,kele1260
Kota-Mahongwe,None,grea1288
Ndasa-Wumbvu-Samay,None,grea1288
Ndasa-Wumbvu,None,ndas1239
Wide Grassfields,None,sout3152
Narrow Grassfields,None,wide1239
Ring,None,narr1282
West Ring,None,ring1243
South Ring,None,ring1243
Babungoic,None,sout2822
Center Ring,None,ring1243
Unclassified Narrow Grassfields,None,narr1282
Mbam-Nkam,None,narr1282
Bamileke,None,mbam1249
West Bamileke,None,bami1239
Bamboutos,None,west2958
East Bamileke,None,bami1239
Nka,None,mbam1249
Nkambe,None,nkaa1239
Mfumteic,None,nkam1238
Central-Southern Mfumte,None,mfum1239
Mbam-Nkam Nun,None,nkaa1239
Bamoun,None,mbam1253
Mungakaic,None,mbam1253
Ngembaic,None,nkaa1239
Bafut-Beba,None,ngem1254
Southwest Grassfields,None,narr1282
Menka-Atong,None,sout3181
Momo,None,narr1282
Widikum-Tadkon,None,momo1242
Mundani-Njen,None,momo1242
Ngie-Oshie,None,momo1242
Beboid,None,sout3152
Eastern Beboid,None,bebo1243
Nsari-Nooni-Ncane,None,east2730
Nooni-Ncane,None,nsar1239
Ncane-Cung,None,noon1245
Cung-Mbuk,None,ncan1246
Unclassified Eastern Beboid,None,east2730
Bebe-Kemezung,None,east2730
Naki-Kemezung,None,bebe1253
Nakic,None,naki1239
Tivoid,None,sout3152
North Tivoid,None,tivo1239
Central Tivoid,None,tivo1239
Central Tivoid B,None,cent2261
Central Tivoid A,None,cent2261
Tiv-Evand,None,cent2267
Tiv-Iyive-Otanga,None,tive1237
Jarawan,None,sout3152
Nigerian Jarawan,None,jara1262
Jaku-Gubi,None,nige1254
Jarawaic,None,nige1254
Numan,None,nige1254
Unclassified Nigerian Jarawan,None,nige1254
Ekoid-Mbe,None,sout3152
Ekoid,None,ekoi1237
Bakor-Ejagham,None,ekoi1236
Bakor,None,ejag1240
Nde-Efutop,None,bako1254
Abanyom-Ekajuk,None,bako1254
Bendic,None,sout3152
Northern Bantoid,None,bant1294
Dakoid,None,nort3168
Tiba-Dong,None,dako1256
Taram-Dirim-Nnakenyare,None,dako1256
Dirim-Nnakenyare,None,tara1325
Mambiloid,None,nort3168
Nizaa-Mambila-Vute,None,mamb1309
Konja-Mambila-Vute,None,niza1234
Mambila-Vute,None,konj1251
Mambila-Mbongno,None,mamb1310
Mbongno-Mvano,None,mamb1311
Mvano-Ndunda,None,mbon1254
Mambila,None,mamb1311
Eastern Mambila,None,mamb1312
Njerup,None,mamb1312
Vutic,None,mamb1310
Vute-Wawa,None,vuti1235
Konja,None,konj1251
Unclassified Bantoid,None,bant1294
Igboid,genus/igboid,benu1247
Nuclear Igboid,None,igbo1258
Kru,None,volt1241
Eastern Kru,None,krua1234
Bakwe-Wane,None,east2415
Unclassified Eastern Kru,None,east2415
Neyo-Dida,None,east2415
Dida,None,dida1244
Guebie-Lakota Dida,None,dida1245
Beteic,None,east2415
Eastern Bete,None,bete1265
Western Bete,None,bete1265
Western Kru,None,krua1234
Wee,None,west2485
Guere-Krahn,None,weea1234
Guere,gue,guer1244
Grebo,None,west2485
Ivorian Grebo,None,greb1257
Tepo-Plapo,None,ivor1240
Liberian Grebo,None,greb1257
North-Central Liberian Grebo,None,greb1256
Barclayville-Gboloo-Central Liberian Grebo,None,nort3193
Gboloo-Central Grebo,None,barc1236
Klao-Tajuasohn,None,west2485
Bassaic,None,west2485
Aizi,None,krua1234
Unclassified Volta-Congo,None,volt1241
Adamawa Fali,None,unun9902
Kwa Volta-Congo,None,volt1241
Ka-Togo,None,kwav1236
Avatime-Nyangbo,None,kato1245
Nyangbo-Tafi,None,avat1243
Kposo-Ahlo-Bowili,None,kato1245
Kebu-Animere,None,kato1245
Ga-Dangme,None,kwav1236
Nyo,None,kwav1236
Avikam-Alladian,None,nyoa1234
Agneby,None,nyoa1234
Potou-Tano,None,nyoa1234
Potou,None,poto1254
Tano,None,poto1254
Central Tano,None,tano1248
Bia,None,cent2262
Northern Bia,None,biaa1238
Anyinic,None,nort2767
Southern Bia,None,biaa1238
Jwira-Nzima,None,sout2779
Akanic,None,cent2262
Guang,None,tano1248
South Guang,None,guan1278
Hill South Guang,None,sout2781
Gua-Cherepon,None,hill1256
North Guang,None,guan1278
Oti North Guang,None,nort3204
Mountain Oti North Guang,None,otin1234
Gikyode-Ginyanga,None,moun1254
Gikyode-Foodo,None,giky1239
River Oti North Guang,None,otin1234
Nchumbulu-Dwang,None,rive1262
Chumbuli,None,rive1262
Gonja-Dompo,None,nort3204
Nkonya-Nkami,nkn,nort3204
Western Tano,None,tano1248
Na-Togo,None,kwav1236
Lelemic,None,nato1234
Likpe-Santrokofi,None,lele1262
Lelemi-Akpafu,None,lele1262
Basila-Adele,None,nato1234
Gbe,None,kwav1236
Western Gbe,None,gbee1241
Eweic,None,west2802
Kpesi-Waci,None,west2802
Eastern Gbe,None,gbee1241
Fongbeic,None,east2711
Eastern Phla-Phera,None,east2711
Western Phla-Phera,None,east2711
North Volta-Congo,None,volt1241
Cameroun-Ubangian,None,nort3149
Mbumic,None,came1255
Unclassified Mbum,None,mbum1257
Central Mbum,None,mbum1257
Karangic,None,cent2020
Kare-Pana,None,kara1477
Northern Mbum,None,mbum1257
Tupuri-Mundang-Mambai,None,nort2773
Mundangic,None,tupu1245
Dama-Galke,None,nort2773
Unclassified Cameroun-Ubangian,None,came1255
Ubangi,None,came1255
Zandic,None,uban1244
Zande-Nzakara,None,zand1246
Barambo-Pambia,None,zand1246
Sereic,None,uban1244
Sere-Indri,None,sere1262
Sere-Bviri,None,sere1266
Bai-Viri,None,sere1263
Ndogo-Sere,None,sere1263
Tagbu-Sere,None,ndog1247
Indri-Togoyo,None,sere1266
Feroge-Mangaya,None,sere1262
Ngbandi-Mongoba-Kazibati,None,uban1244
Ngbandic,None,ngba1290
Nuclear Ngbandic,None,ngba1280
Sangoic,None,nucl1737
Bandaic,None,uban1244
Nuclear Bandaic,None,band1341
Ngbugu-Langbasi,None,nucl1797
Central Bandaic,None,nucl1797
Central Core Bandaic,None,cent2021
Mid-Southern Central Core Bandaic,None,cent2022
Mundu-Baka,None,uban1244
Eastern Mundu-Baka,None,ngba1292
Mayogo-Bangba,None,east2391
Western Mundu-Baka,None,ngba1292
Baka-Gundi,None,west2836
Baka complex,None,baka1271
River Western Mundu-Baka,None,west2836
Bwaka,None,rive1263
Monzomboic,None,rive1263
Kpala-Bakpa,None,monz1253
Mbaic,None,uban1244
Ndunga-Mba-Dongo,None,mbai1246
Ndunga-Mba,None,ndun1247
Bikwin-Jen,None,came1255
Bikwin,None,bikw1235
Burak-Loo,None,bikw1236
Bambuka-Gomu-Leelau,None,bikw1236
Mak-Tal,None,bikw1236
Jen,None,bikw1235
Unclassified Bikwin-Jen,None,bikw1235
Central Adamawa,None,came1255
Unclassified Central Adamawa,None,samb1322
Mumuye-Yandang,None,samb1322
Mumuyic,None,mumu1249
Yandang,None,mumu1249
Waka-Yendang-Teme,None,yand1260
Waka-Yandang,None,waka1284
Bali-Kpasam,None,yand1260
Samba Duru,None,samb1322
Northern Samba Duru,None,samb1323
Vere-Gimme,None,nort3259
Koma Alantika,None,vere1249
Vere,None,vere1249
Southern Samba Duru,None,samb1323
Diic,None,sout3238
Sambaic,None,sout3238
Samba-Leko-Perema-Mumbake,None,leko1246
Perema-Mumbake,None,samb1324
Unclassified Samba Duru,None,samb1323
Bena-Mboi,None,came1255
Bena,None,bena1258
Yungur-Voro,None,bena1259
Gur,None,nort3149
Tiefoic,None,gura1261
Tusia,tou,gura1261
Samu,None,gura1261
Kulango-Lorom,None,gura1261
Teenic,None,kula1283
Kulango,None,kula1283
Central Gur,None,gura1261
Southern Central Gur,None,cent2243
Dogoso-Khe,None,sout3164
Lobiri-Jaane,None,sout3164
Grusi,None,sout3164
East-West Grusi,None,grus1239
Eastern Grusi,None,east2740
Tem-Chala,None,east2397
Bago-Delo-Cala,None,temc1234
Delo-Cala,None,bago1247
Kabiyeic,None,east2397
Western Grusi,None,east2740
Sisaala-Chakali,None,west2837
Sisaala,None,sisa1247
Northwestern Sisaala,None,sisa1248
Chakalic,None,sisa1247
Chakali-Tamprusi-Vagala,None,chak1272
Chakali-Tamprusi,None,chak1273
Northern Grusi,None,grus1239
Nuna-Kasem,None,nort2782
Nuni,None,nuna1234
Kaansa-Dogose,None,sout3164
Dogose-Khisa,None,gand1254
Kirma-Tyurama,None,sout3164
Northern Central Gur,None,cent2243
Bwamu-Oti-Volta,None,nort2777
Oti-Volta,None,bwam1248
Nuclear Oti-Volta,None,otiv1239
Gurma-Yom-Oti-Volta Occidental,None,nucl1743
Gurma-Yom-Naudem,None,gurm1247
Yom-Nawdm,None,gurm1248
Gurma,None,gurm1248
Gurma A,None,gurm1249
Gurma B,None,gurm1249
Gourmantche-Moba,None,gurm1250
Moba-Bimoba,None,gour1248
Konkomba-Gangam,None,gurm1250
Oti-Volta Occidental,None,gurm1247
Nuclear Oti-Volta Occidental,None,west2461
Northwest Oti-Volta,None,nucl1748
Safaliba-Dagaare,None,nort3234
Dagaaric,None,safa1246
Central-South Dagaric,None,daga1276
South Dagaric,None,cent2291
North-West Dagaric,None,daga1276
Birifor,None,nort3237
Mossi-Farefare,None,nort3234
Farefareic,None,moss1237
Mossic,None,moss1237
Southeast Western Oti-Volta,None,nucl1748
Mampruli-Dagbani,None,sout3205
Kamara-Hanga,None,sout3205
Oti-Volta Oriental,None,nucl1743
Waama-Tayari-Ditammari,None,otiv1240
Tayari-Ditammari,None,waam1245
Ditammaric,None,taya1258
Buli-Koma,None,otiv1239
Bwamu,None,bwam1248
Nuclear Bwamu,None,bwam1247
Tula-Longuda,None,cent2243
Tula-Waja,None,tula1256
Tulaic,None,tula1250
Tula-Ma-Yebu,None,tula1251
Awak-Kamo,None,tula1257
Nuclear Tulaic,None,tula1257
Unclassified North Volta-Congo,None,nort3149
Bua-Kim-Day,None,nort3149
Adamawa Bua,None,buak1234
Riverine Bua,None,adam1257
Unclassified Riverine Bua,None,buan1246
Bua-Lua,None,buan1246
Ba-Korom,None,bual1236
Inland Bua,None,adam1257
Bolgo-Koke,None,goul1243
Goulaic,None,goul1243
Zan-Kulaalic,None,goul1244
Kulaalic,None,zank1234
Kim-Besme-Goundo,None,buak1234
Gbaya-Manza-Ngbaka,None,nort3149
Gbaya Oriental,None,gbay1279
Gbanu-Manza-Ngbaka,None,gbay1280
Manza-Ngbaka,None,gban1259
Manzaic,None,manz1241
Ngbaka-Manza-Ali,None,manz1242
Mbodomo-Bofi,None,gbay1280
Gbaya Meridional-Occidental,None,gbay1279
Bokoto-Gbeya,None,gbay1282
Gbeya,None,boko1260
Gbeya-Suma,None,gbey1243
Gbaya Meridional,None,gbay1282
Senufo,None,nort3149
South Senufo,None,senu1239
Tagbana-Jimini,None,sout3153
North Senufo,None,senu1239
Supyiric,None,nort3254
Karaboro,None,senu1239
Mel,None,atla1278
Southern Mel,None,mela1257
Kissi,kis,bull1245
Bullom,None,bull1245
Northern Bullom,None,bull1246
Northern Mel,None,mela1257
Limba,None,atla1278
North-Central Atlantic,None,atla1278
Cangin,None,nort3146
Saafi-Noon-Lehar,None,cang1245
Noon-Lehar,None,saaf1239
Palor-Ndut,None,cang1245
Central Atlantic,None,nort3146
Bak,None,cent2230
Balanta,blz,bakk1238
Joola-Manjaku,None,bakk1238
Jola,None,jool1234
FH-Jola,None,jola1264
PF-Jola,None,fhjo1234
Kwatay-Karon-Mlomp,None,pfjo1234
Karon-Mlomp,None,kwat1245
Her-Ejamat,None,pfjo1234
Bayot,None,jola1264
Gusilay-Bandial,None,jola1264
Manjaku-Mankanya-Pepel,None,jool1234
Cur-Bok-Cotier,None,manj1250
Bijogo,None,cent2230
Wolof-BKK,None,nort3146
Wolofic,None,wolo1248
Nyun,None,wolo1248
Bainounk,None,east2703
Buy,None,east2703
Tenda,None,nort3146
Bassari-Bedik-Bapen,None,tend1239
Bedik-Bapen,None,bass1263
Jaad,None,nort3146
Fula-Sereer,None,nort3146
Fula,None,peul1234
Eastern Fula,None,fula1264
Adamawa-Bagirmi Fulfulde,None,fula1265
Naluic,None,nort3146
Worrorran,None,tree
Western Worrorran,None,worr1236
Northern Worrorran,None,worr1236
Forrest River,None,nort2751
Greater Kwerba,None,tree
Kwerba-Samarokena,None,kwer1242
Samarokena-Airoran,None,kwer1240
Kwerbaic,genus/kwerba,kwer1240
Caddoan,genus/caddoan,tree
Northern Caddoan,None,cadd1255
Pawnee-Kitsai,None,nort2950
Pawnee-Arikara,None,pawn1252
Maningrida,None,tree
Burera-Nakara,None,mani1293
Bureran,None,bure1237
Heibanic,None,tree
West-Central Heibanic,None,heib1242
Western Heibanic,None,west2502
Central Heibanic,None,west2502
Ebang-Logol,None,cent2049
Ebang-Laru,None,eban1241
Eastern Heibanic,None,heib1242
Anim,None,tree
Marind-Boazi-Yaqai,family/marind,anim1240
Yaqayic,None,mari1437
Boazi,None,mari1437
Marindic,None,mari1437
Tirio,None,anim1240
Nuclear Tirio,None,tiri1259
Inland Gulf of Papua,None,anim1240
West Inland Gulf of Papua,None,inla1262
Hoyaic,None,west2867
Xincan,None,tree
Unclassified Xincan,None,xinc1237
Xinca Shared Grammatical Traits,None,xinc1237
Yuat,None,tree
Miyak-Bun-Biwat,None,yuat1252
Bun-Mundukumo,None,miya1267
Kaure-Kosare,None,tree
Dogon,None,tree
Plains Dogon,None,dogo1299
Western Plains Dogon,None,plai1257
West Dogon,None,dogo1299
Nangan Dogon,None,dogo1299
North Plateau Dogon,None,dogo1299
Yanda-Bondum-Tebul,None,nort2824
Yanda-Ana,None,yand1255
Escarpment Dogon,None,dogo1299
North Bougainville,None,tree
Rotokas-Askopan,None,nort2933
Sepik,None,tree
Ram,genus/ram,sepi1257
Pouye-Karawa,None,ramm1241
Yellow River,genus/yellowriver,sepi1257
Iwam-Wogamus,None,sepi1257
Iwamic,None,iwam1259
Wogamusin-Chenapian,None,iwam1259
Sepik Hill,None,sepi1257
Eastern Sepik Hill,None,sepi1258
Central Sepik Hill,None,sepi1258
Nuclear Central Sepik Hill,None,cent2234
Kapriman-Watakataui,None,nucl1586
Bahinemic,None,cent2234
Western Sepik Hill,None,sepi1258
Hewa-April River,None,west2576
Sepik Tama,None,sepi1257
Mehek-Pahi,None,sepi1256
Mayo-Pasi,None,sepi1256
Yimin-Bel,None,mayo1278
Nukuma,None,sepi1257
Kwanga-Mende,None,nuku1256
Speech Register,None,tree
Irish-English,None,spee1234
Zulu-Sotho,None,spee1234
Basque-Romani,None,spee1234
Atlantic-Congo Speech Register,None,spee1234
Indo-European Speech Register,None,spee1234
Koman,genus/koman,tree
Central Koman,None,koma1264
Dana-Opo,None,opuu1238
Komo-Uduk,None,opuu1238
Nambiquaran,None,tree
Nambikwara Complex,None,namb1299
Northern Nambiquaran,None,namb1300
Roosevelt,None,nort3153
Nubian,genus/nubian,tree
Nobiin Nubian,None,nubi1251
West-Central Nubian,None,nubi1251
Central Nubian,None,west2781
Kordofan Nubian,None,cent2232
Eastern Kordofan Nubian,None,kord1246
Western Kordofan Nubian,None,kord1246
Unclassified Central Nubian,None,cent2232
Maiduan,genus/maiduan,tree
Surmic,genus/surmic,tree
South Surmic,None,surm1244
Southwest Surmic,None,sout2836
Baale-Olam,None,sout2838
Didinga-Murle,None,sout2838
Didinga-Longarim,None,didi1256
Southeast Surmic,None,sout2836
Pastoral Surmic,None,sout2837
Tirma-Chai-Mursi,None,past1248
Bulaka River,genus/bulakariver,tree
Baibai-Fas,None,tree
Songhay,genus/songhay,tree
Eastern Songhay,None,song1307
Zarma-Kaado-Dendi,None,east2431
Northwest Songhay,None,song1307
Northern Songhay,None,nort2822
Japonic,None,tree
Ryukyuan,None,japo1237
Southern Ryukyu,None,ryuk1243
Macro-Yaeyama,None,ryuk1244
Northern Ryukyuan,None,ryuk1243
Okinawa,None,nort3255
Amami,None,nort3255
Nuclear Amami,None,amam1245
Oshima,None,nucl1644
Okinoerabu-Tokunoshima,None,nucl1644
Japanesic,None,japo1237
Japan-Taiwan Japanese,None,japa1256
Cochimi-Yuman,None,tree
Yuman,genus/yuman,coch1271
General Yuman,None,yuma1250
River Yuman,None,gene1244
Pai,None,gene1244
Delta-Californian Yuman,None,gene1244
Diegueno,None,delt1253
Narrow Talodi,None,tree
Lumun-Torona,None,narr1279
Buram-Saraf,None,narr1279
Buram Hill Chain,None,bura1298
Nding-Tasomi,None,bura1298
Acheron-Tocho,None,bura1298
Salishan,family/salishan,tree
Coast Salish,None,sali1255
Tsamosan,genus/tsamosan,coas1325
Coastal Tsamosan,None,tsam1241
Inland Tsamosan,None,tsam1241
Central Salish,genus/centralsalish,coas1325
Lushootseed-Puget,None,cent2129
Straits Salish,None,cent2129
Interior Salish,genus/interiorsalish,sali1255
Southern Interior Salish,None,inte1241
Kalispel-Spokane,None,sout1559
Northern Interior Salish,None,inte1241
Bookkeeping,None,tree
Keram,None,tree
Ulmapo,None,kera1258
Mwakai-Pondi,None,mong1343
East Keram,None,kera1258
Garrwan,None,tree
Katukinan,genus/katukinan,tree
Zaparoan,genus/zaparoan,tree
Zaparo-Abishira,None,zapa1251
Iquito-Arabela,None,zapa1251
Arabela-Andoa,None,iqui1244
Cahuarano-Iquito,None,iqui1244
Indo-European,None,tree
Unclassified Indo-European,None,indo1319
Classical Indo-European,None,indo1319
Italic,None,clas1257
Latino-Faliscan,None,ital1284
Latinic,None,lati1262
Imperial Latin,None,lati1263
Romance,None,impe1234
Italo-Western Romance,None,roma1334
Italo-Dalmatian,None,ital1285
Italian Romance,None,ital1286
Dalmatian Romance,None,ital1286
Western Romance,None,ital1285
Unshifted Western Romance,None,west2813
Shifted Western Romance,None,west2813
Southwestern Shifted Romance,None,shif1234
Occitanic,None,sout3183
West Ibero-Romance,None,sout3183
Asturo-Leonese,None,west2838
Castilic,None,west2838
South Castilic,None,cast1243
Ternate-Zamboanga-Cavite,None,sout3200
Galician Romance,None,west2838
Macro-Portuguese,None,gali1263
Luso-Asian Creole,None,macr1272
Lower Guinea Portuguese,None,macr1272
Saotomense-Principense,None,lowe1440
Upper Guinea Portuguese,None,macr1272
Indo-Portuguesic,None,macr1272
Northern Indo-Portuguesic,None,indo1327
Brazil-Portugal Portuguese,None,macr1272
Northwestern Shifted Romance,None,shif1234
Gallo-Rhaetian,None,nort3208
Oil,None,gall1280
Francoprovencalic,None,oila1234
Central Oil,None,oila1234
Macro-French,None,cent2283
Global French,None,macr1273
Isle-de-France Creole,None,macr1273
Circum-Caribbean French,None,macr1273
Lesser Antillean French Creole,None,circ1240
Guyanic Creole French,None,circ1240
Gallo-Italian,None,nort3208
Emiliano-Romagnolo,None,gall1279
Piemontese-Lombard,None,gall1279
Eastern Romance,None,roma1334
Balkan Romance,None,east2714
Northern Romanian,None,macr1262
Eastern Romanian,None,nort3361
Southern Romance,None,roma1334
Sardo-Corsican,None,sout3158
Corsic,None,sard1256
Sardinian,None,sard1256
Sabellic,None,ital1284
Graeco-Phrygian,None,clas1257
Greek,genus/greek,grae1234
East Greek,None,gree1276
Koineic Greek,None,east2798
Modern Koineic Greek,None,koin1234
Pontic-Cappadocian Greek,None,mode1266
Nuclear Modern Greek,None,mode1266
Germanic,None,clas1257
East Germanic,None,germ1287
Northwest Germanic,None,germ1287
North Germanic,None,nort3152
West Scandinavian,None,nort3160
Icelandic-Faroese,None,west2805
South Scandinavian,None,nort3160
Nuclear Danish,None,sout3248
North Scandinavian,None,nort3160
Narrow North Scandinavian,None,nort3266
East-Central Swedic,None,nort3266
East Swedic,None,east2780
West Germanic,None,nort3152
High German,None,west2793
Upper German,None,high1289
Middle-Modern High German,None,high1286
Modern High German,None,midd1349
Alemannic,None,mode1258
South Alemannic,None,alem1243
North Alemannic,None,alem1243
Bairisch,None,mode1258
Global South Bavarian,None,baye1239
Upper Franconian,None,mode1258
Global German,None,uppe1464
Middle German,None,high1289
West Middle German,None,fran1268
Middle Franconian,None,high1287
Ripuarian,None,midd1319
Rhenish Franconian,None,high1287
Palatinate,None,rhin1244
East Middle German,None,fran1268
Schlesisch-Wilmesau,None,east2832
Yiddish,ydd,east2832
North Sea Germanic,None,west2793
Altsächsisch,None,nort3175
Middle-Modern Low German,None,alts1234
Low German,None,midd1345
West Low German,None,lowg1239
North Low Saxon,None,west2357
Greater East Low German,None,lowg1239
Anglo-Frisian,None,nort3175
Anglic,None,angl1264
Later Anglic,None,angl1265
Middle-Modern English,None,late1254
Macro-English,None,merc1242
Pacific Creole English,None,macr1271
Early Melanesian Pidgin,None,paci1280
Guinea Coast Creole English,None,macr1271
West African Creole English,None,guin1259
Nigeria-Cameroon Creole English,None,west2851
Surinamese Creole English,None,guin1259
Eastern Maroons,None,suri1275
Ndyuka,None,sran1241
Caribbean English Creole,None,guin1259
Western Caribbean Creole,None,cari1284
Miskitoic Creole English,None,west2854
Belize-Miskito Creole English,None,misk1243
Jamaicanic,None,west2854
Eastern Caribbean Creole,None,cari1284
Barbados-Eustatius,None,east2759
Barbados-Trinidad,None,barb1266
Vincent-Grenadian Creole,None,east2759
Grenada-Tobago Creole,None,vinc1244
Gullah-Nevis-Antigua,None,east2759
Gullah,None,gull1242
Bahamian Gullah,None,gull1243
Frisian,None,angl1264
Modern West Frisian,None,fris1239
Westlauwers-Terschelling Frisian,None,mode1264
Macro-Dutch,None,west2793
Middle-Modern Dutch,None,macr1270
Modern Dutch,None,midd1347
Global Dutch,None,mode1257
Afrikaansic,None,glob1241
Southwestern Dutch,None,mode1257
Zeeuwic,None,sout3292
Celtic,None,clas1257
Nuclear Celtic,None,celt1248
Unclassified Nuclear Celtic,None,nucl1715
Cisalpine Celtic,None,nucl1715
TGB Celtic,None,nucl1715
Insular Celtic,None,tgbc1234
Brythonic,None,insu1254
Southwestern Brythonic,None,bryt1239
Old-Modern Welsh,None,bryt1239
Goidelic,None,insu1254
Modern Goidelic,None,goid1240
Eastern Goidelic,None,mode1265
Tokharian,None,clas1257
Armenic,None,clas1257
Eastern-Western Armenian,None,arme1241
Balto-Slavic,None,clas1257
Eastern Baltic,None,balt1263
Slavic,None,balt1263
South Slavic,None,slav1255
Western South Slavic,None,sout3147
Eastern South Slavic,None,sout3147
Macedo-Bulgarian,None,east2269
East Slavic,None,slav1255
Ukrainian-Rusyn,None,east1426
West Slavic,None,slav1255
Czech-Slovak,None,west2792
Czech-Lach,None,czec1260
Sorbian,srb,west2792
Lechitic,None,west2792
Indo-Iranian,None,clas1257
Nuristani,None,indo1320
Southern Nuristani,None,nuri1243
Nuristani Kalasha-Tregami,None,sout3243
Northern Nuristani,None,nuri1243
Indo-Aryan,None,indo1320
Indo-Aryan Northwestern zone,None,indo1321
Kunar,None,indo1324
Pech Kunar,None,kuna1264
Pashayi,None,indo1324
Eastern Pashayi,None,pash1270
Western Pashayi,None,pash1270
Sindhi-Lahnda,None,indo1324
Sindhic,None,sind1278
Unclassified Sindhic,None,sind1279
Lasi-Jadgali,None,sind1279
Lahnda,None,sind1278
Paharic,None,lahn1241
Hindko,None,lahn1241
Siraikic,None,lahn1241
Eastern Panjabic,None,sind1278
Kohistani,None,indo1324
Indus Kohistanic,None,kohi1251
Outer Indus Kohistani,None,indu1240
Bateri-Mankiyali,None,oute1238
Dir-Swat Kohistani,None,kohi1251
Chitral,None,indo1324
Shinaic,None,indo1324
Western Shinaic,None,shin1270
