id,name,parent,latitude,longitude,countries,macroareas,status
None,Avok,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|east2753|cent2315|sout3239|port1295|avok1244,-16.536653,167.773866,|VU,|Papunesia,shifting
psw,Port Sandwich,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|east2753|cent2315|sout3239|port1295|port1285,-16.4952,167.78,|VU,|Papunesia,shifting
ahb,Axamb,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|east2753|cent2315|sout3239|port1295|axam1237,-16.4838,167.707,|VU,|Papunesia,shifting
aul,Aulua,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|east2753|cent2315|aulu1238,-16.3579,167.697,|VU,|Papunesia,shifting
onu,Unua,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|east2753|cent2315|unua1238|unua1237,-16.2638,167.599,|VU,|Papunesia,threatened
pgk,Rerep,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|east2753|cent2315|unua1238|rere1240,-16.2934,167.651,|VU,|Papunesia,shifting
vrt,Burmbar,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|east2753|cent2315|burm1263,-16.41653,167.73124,|VU,|Papunesia,shifting
mll,Malua Bay,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|nort3223|malu1245,-15.9813,167.208,|VU,|Papunesia,shifting
mvt,Mpotovoro,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|nort3223|nort3230|boto1250|mpot1241,-15.8988,167.232,|VU,|Papunesia,shifting
vao,Vao,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|nort3223|nort3230|boto1250|vaoo1237,-15.898299,167.309973,|VU,|Papunesia,not endangered
None,Nese,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|nort3223|nort3230|nese1235,-15.952608,167.222769,|VU,|Papunesia,shifting
vnm,Neve'ei,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|west2871|cent2316|vinm1237,-16.2253,167.427,|VU,|Papunesia,shifting
lgk,Neverver,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|west2871|cent2316|ling1265,-16.1986,167.499,|VU,|Papunesia,threatened
lrv,Larevat,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|west2871|cent2316|lare1249,-16.1971,167.387,|VU,|Papunesia,shifting
lzl,Naman,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|west2871|cent2316|litz1237,-16.1331,167.415,|VU,|Papunesia,nearly extinct
mlx,Na'ahai,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|west2871|peri1262|sout3240|sout3197|malf1237,-16.5499,167.509,|VU,|Papunesia,shifting
sns,Nahavaq,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|west2871|peri1262|sout3240|sout3197|sout2857,-16.5116,167.477,|VU,|Papunesia,shifting
tmb,Avava,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|west2871|peri1262|sout3240|katb1237,-16.2701,167.484,|VU,|Papunesia,threatened
nvh,Nasarian,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|west2871|peri1262|sout3240|nasa1240,-16.3497,167.414,|VU,|Papunesia,nearly extinct
None,Vivti,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|west2871|peri1262|sout3240|uncl1500|niti1250|vivt1234,-16.28,167.5,|VU,|Papunesia,nearly extinct
None,Nitita,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|west2871|peri1262|sout3240|uncl1500|niti1250|niti1249,-16.2,167.46,|VU,|Papunesia,nearly extinct
dix,Dixon Reef,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|west2871|peri1262|sout3240|dixo1238,-16.3267,167.516,|VU,|Papunesia,moribund
None,Navwien,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|west2871|peri1262|sout3240|navw1234,-16.502947,167.554419,|ID,|Papunesia,nearly extinct
nms,Letemboi-Repanbitip,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|west2871|peri1262|sout3240|lete1241,-16.4339,167.566,|VU,|Papunesia,shifting
mrs,Maragus,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|west2871|peri1262|nort3261|mara1399,-16.0695,167.33,|VU,|Papunesia,nearly extinct
nmb,Big Nambas,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|west2871|peri1262|nort3261|bign1238,-16.0903,167.239,|VU,|Papunesia,not endangered
mme,Tirax,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|west2871|peri1262|nort3261|maee1241,-15.9914,167.288,|VU,|Papunesia,shifting
mwi,Ninde,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|west2871|peri1262|nind1243|labo1244,-16.4291,167.442,|VU,|Papunesia,shifting
None,Nati,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|west2871|peri1262|nind1243|nati1244,-16.468709,167.496054,|VU,|Papunesia,moribund
sax,Sa,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|sout3188|saaa1241,-15.9534,168.228,|VU,|Papunesia,not endangered
app,Apma,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|sout3188|apma1240,-15.8559,168.189,|VU,|Papunesia,not endangered
ske,Seke (Vanuatu),aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|sout3188|seke1242|seke1241,-15.8839,168.197,|VU,|Papunesia,shifting
sww,Sowa,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|sout3188|seke1242|sowa1244,-15.82653,168.18653,|VU,|Papunesia,extinct
wyy,Western Fijian,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|west2518|west2519,-17.8355,177.657,|FJ,|Papunesia,not endangered
bwb,Namosi-Naitasiri-Serua,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|west2518|namo1248,-18.5308,177.637,|FJ,|Papunesia,not endangered
rtm,Rotuman,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|rotu1241,-12.5008,177.066,|FJ,|Papunesia,threatened
llx,Lauan,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|east2446|laua1243,-18.2131,-178.785,|FJ,|Papunesia,not endangered
fij,Fijian,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|east2446|fiji1243,-18.0,178.33,|FJ,|Papunesia,not endangered
goo,Gone Dau,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|east2446|gone1237,-16.5886,178.599,|FJ,|Papunesia,not endangered
lmv,Lomaiviti,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|east2446|loma1261,-18.0001,179.306,|FJ,|Papunesia,not endangered
ton,Tonga (Tonga Islands),aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|tong1324|tong1325,-21.17,-175.25,|TO,|Papunesia,not endangered
niu,Niuean,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|tong1324|niue1239,-19.06,-169.86,|NU,|Papunesia,shifting
mnv,Rennell-Bellona,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|renn1242,-11.6237,160.265,|SB,|Papunesia,not endangered
fud,East Futuna,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|east2447,-14.278717,-178.137222,|WF,|Papunesia,not endangered
tvl,Tuvalu,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|elli1239|tuva1244,-8.520813,179.198088,|TV,|Papunesia,threatened
tkl,Tokelau,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|elli1239|samo1310|toke1240,-9.227642,-171.780833,|TK,|Papunesia,shifting
smo,Samoan,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|elli1239|samo1310|samo1305,-13.92,-171.83,|AS|WS,|Papunesia,not endangered
piv,Vaeakau-Taumako,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|pile1238,-10.173335,166.247188,|SB,|Papunesia,threatened
aud,Anuta,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|anut1237,-11.61,169.85,|SB,|Papunesia,shifting
kpg,Kapingamarangi,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|nort3246|nort3235|kapi1249,1.039166,154.797223,|FM,|Papunesia,shifting
nkr,Nukuoro,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|nort3246|nort3235|nuku1260,3.84,154.975,|FM,|Papunesia,shifting
tah,Tahitian,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|nort3246|solo1260|cent2298|east2449|cent2062|tahi1244|tahi1242,-17.6485,-149.45,|PF,|Papunesia,not endangered
aut,Austral,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|nort3246|solo1260|cent2298|east2449|cent2062|tahi1244|aust1304,-23.3843,-149.462,|PF,|Papunesia,shifting
mrq,North Marquesan,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|nort3246|solo1260|cent2298|east2449|cent2062|marq1246|nort2845,-8.89412,-140.108,|PF,|Papunesia,shifting
mqm,South Marquesan,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|nort3246|solo1260|cent2298|east2449|cent2062|marq1246|sout2866,-9.75663,-138.979,|PF,|Papunesia,shifting
pnh,Māngarongaro,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|nort3246|solo1260|cent2298|east2449|cent2062|penr1237,-9.082238,-157.922908,|CK,|Papunesia,moribund
pmt,Tuamotuan,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|nort3246|solo1260|cent2298|east2449|cent2062|tuam1242,-16.17259,-146.321755,|PF,|Papunesia,threatened
mrv,Mangareva,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|nort3246|solo1260|cent2298|east2449|cent2062|mang1401,-23.1095,-134.97,|PF,|Papunesia,shifting
rkh,Rakahanga-Manihiki,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|nort3246|solo1260|cent2298|east2449|cent2062|raka1237,-10.03,-161.09,|CK,|Papunesia,shifting
mri,Maori,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|nort3246|solo1260|cent2298|east2449|cent2062|maor1246,-38.2881,176.541,|NZ,|Papunesia,shifting
rar,Southern Cook Island Maori,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|nort3246|solo1260|cent2298|east2449|cent2062|mang1433|raro1241,-21.23,-159.78,|CK,|Papunesia,threatened
ray,Old Rapa,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|nort3246|solo1260|cent2298|east2449|cent2062|mang1433|rapa1245,-27.6304,-144.338,|PF,|Papunesia,nearly extinct
haw,Hawaiian,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|nort3246|solo1260|cent2298|east2449|cent2062|hawa1245,19.6297,-155.43,|US,|Papunesia,moribund
rap,Rapanui,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|nort3246|solo1260|cent2298|east2449|rapa1244,-27.113,-109.342,|CL,|Papunesia,shifting
nho,Takuu,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|nort3246|solo1260|cent2298|cent2299|taku1258|taku1257,-4.773094,157.032085,|PG,|Papunesia,not endangered
nuq,Nukumanu,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|nort3246|solo1260|cent2298|cent2299|taku1258|nuku1258,-4.576321,159.48537,|PG,|Papunesia,not endangered
nur,Nukuria,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|nort3246|solo1260|cent2298|cent2299|taku1258|nuku1259,-3.40038,154.731,|PG,|Papunesia,not endangered
ojv,Luangiua,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|nort3246|solo1260|cent2298|cent2299|onto1237,-5.49029,159.701,|SB,|Papunesia,not endangered
sky,Sikaiana,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|nort3246|solo1260|sika1261,-8.378194,162.72952,|SB,|Papunesia,moribund
fut,Futuna-Aniwa,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|vanu1245|mele1252|futu1245,-19.5303,170.215,|VU,|Papunesia,not endangered
mxe,Mele-Fila,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|vanu1245|mele1252|mele1250,-17.6841,168.275,|VU,|Papunesia,not endangered
uve,West Uvean,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|vanu1245|west2516,-20.4145,166.589,|NC,|Papunesia,threatened
mmw,Emae,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|vanu1245|emae1237,-17.052,168.399,|VU,|Papunesia,shifting
nkp,Niuatoputapu,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|east2758|niua1241,-15.957686,-173.778333,|TO,|Papunesia,extinct
num,Niuafo'ou,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|east2758|niua1240,-15.6014,-175.64,|TO,|Papunesia,threatened
wls,East Uvean,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|east2758|wall1257,-13.2903,-176.207,|WF,|Papunesia,not endangered
tkp,Tikopia,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|tiko1237,-12.2766,168.822,|SB,|Papunesia,not endangered
pkp,Pukapuka,aust1307|mala1545|cent2237|east2712|ocea1241|cent2060|east2445|poly1242|nucl1485|puka1242,-10.91,-165.83,|CK,|Papunesia,shifting
nuw,Nguluwan,aust1307|mala1545|cent2237|east2712|ocea1241|yape1250|ngul1236,8.45,137.34,|FM,|Papunesia,nearly extinct
yap,Yapese,aust1307|mala1545|cent2237|east2712|ocea1241|yape1250|yape1248,9.55811,138.125,|FM,|Papunesia,not endangered
swp,Suau,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|suau1243|suau1244|suau1242,-10.6606,150.21,|PG,|Papunesia,not endangered
sbe,Saliba,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|suau1243|suau1244|sali1295,-10.6148,150.727,|PG,|Papunesia,shifting
unu,Unubahe,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|suau1243|unub1234,-10.3652,150.2683,|PG,|Papunesia,nearly extinct
kud,'Auhelawa,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|suau1243|auhe1237,-10.0959,151.002,|PG,|Papunesia,not endangered
oyy,Oya'oya,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|suau1243|oyao1237,-10.5392,150.658,|PG,|Papunesia,threatened
tte,Bwanabwana,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|suau1243|bwan1241,-10.6599,151.034,|PG,|Papunesia,not endangered
bxh,Buhutu,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|suau1243|buhu1237,-10.5074,150.18,|PG,|Papunesia,not endangered
wgb,Wagawaga,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|suau1243|waga1268,-10.41792,150.37814,|PG,|Papunesia,not endangered
aai,Arifama-Miniafia,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|aret1241|arei1235|arif1239,-9.15565,149.246,|PG,|Papunesia,shifting
wat,Kaninuwa,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|aret1241|arei1235|kani1281,-9.23148,150.253,|PG,|Papunesia,shifting
bmk,Ghayavi,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|aret1241|arei1235|boan1246|ghay1237,-10.011,149.84,|PG,|Papunesia,not endangered
pwg,Gapapaiwa,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|aret1241|arei1235|boan1246|gapa1238,-9.73317,149.854,|PG,|Papunesia,not endangered
dgg,Doga,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|aret1241|arei1235|ared1234|doga1238,-9.63698,149.841,|PG,|Papunesia,shifting
mwc,Are,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|aret1241|arei1235|ared1234|aree1239,-9.67147,149.999,|PG,|Papunesia,not endangered
ubr,Ubir,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|aret1241|arei1235|ubir1237,-9.59044,149.396,|PG,|Papunesia,not endangered
mbq,Maisin,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|aret1241|mais1250,-9.22853,148.731,|PG,|Papunesia,not endangered
grw,Gweda,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|aret1241|taup1241|nucl1794|east2762|gwed1239,-10.2173,150.421,|PG,|Papunesia,moribund
hgw,Haigwai,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|aret1241|taup1241|nucl1794|east2762|haig1237,-10.2741,150.256,|PG,|Papunesia,not endangered
wag,Wa'ema,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|aret1241|taup1241|nucl1794|east2762|taup1244|waem1237,-10.2897,150.398,|PG,|Papunesia,not endangered
tpa,Taupota,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|aret1241|taup1241|nucl1794|east2762|taup1244|taup1242,-10.2275,150.373,|PG,|Papunesia,not endangered
mum,Maiwala,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|aret1241|taup1241|nucl1794|east2762|maiw1249,-10.3282,150.33,|PG,|Papunesia,not endangered
ykk,Yakaikeke,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|aret1241|taup1241|nucl1794|weda1242|yaka1275,-10.0852,149.982,|PG,|Papunesia,shifting
wed,Wedau,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|aret1241|taup1241|nucl1794|weda1242|weda1241,-10.1246,150.172,|PG,|Papunesia,not endangered
tbo,Tawala,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|aret1241|taup1241|nucl1794|tawa1275,-10.3115,150.644,|PG,|Papunesia,not endangered
mvn,Minaveha,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|aret1241|taup1241|mina1269,-9.59922,150.501,|PG,|Papunesia,not endangered
aui,Anuki,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|anuk1239,-9.6692,149.822,|PG,|Papunesia,shifting
kqf,Kakabai,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|kaka1266|kaka1267,-10.2976,150.027,|PG,|Papunesia,not endangered
dww,Dawawa,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|kaka1266|dawa1242,-10.1692,149.999,|PG,|Papunesia,not endangered
bwf,Boselewa,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|dobu1240|bose1238|bose1237,-9.44763,150.693,|PG,|Papunesia,shifting
gar,Galeya,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|dobu1240|bose1238|gale1257,-9.54137,150.836,|PG,|Papunesia,not endangered
sew,Sewa Bay,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|dobu1240|sewa1251,-10.0277,150.956,|PG,|Papunesia,not endangered
dva,Duau,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|dobu1240|duau1237,-10.187,151.218,|PG,|Papunesia,not endangered
bdd,Bunama,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|dobu1240|buna1279|buna1276,-10.0761,151.066,|PG,|Papunesia,not endangered
mwa,Mwatebu,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|dobu1240|buna1279|mwat1237,-10.0271,151.066,|PG,|Papunesia,shifting
dob,Dobu,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|dobu1240|dobu1241,-9.63239,150.825,|PG,|Papunesia,not endangered
viv,Iduna,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|bwai1241|bwai1244|idun1242,-9.34361,150.24,|PG,|Papunesia,not endangered
bwd,Bwaidoka,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|bwai1241|bwai1244|bwai1242,-9.51158,150.297,|PG,|Papunesia,not endangered
mzz,Maiadomu,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|bwai1241|iama1238|maia1251,-9.47132,150.76,|PG,|Papunesia,not endangered
yml,Iamalele,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|bwai1241|iama1238|iama1237,-9.45005,150.573,|PG,|Papunesia,not endangered
klx,Koluwawa,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|bwai1241|kolu1245,-9.42742,150.462,|PG,|Papunesia,not endangered
mox,Molima,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|bwai1241|moli1248,-9.57457,150.614,|PG,|Papunesia,not endangered
ddi,Diodio,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|bwai1241|diod1237,-9.38654,150.168,|PG,|Papunesia,not endangered
gvs,Gumawana,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|nucl1744|nort2848|guma1254,-9.28497,150.762,|PG,|Papunesia,not endangered
mpx,Misima-Paneati,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|peri1258|kili1270|misi1243,-10.6821,152.696,|PG,|Papunesia,not endangered
myw,Muyuw,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|peri1258|kili1270|kili1266|kili1271|muyu1244,-9.195,152.731,|PG,|Papunesia,not endangered
kij,Kilivila,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|peri1258|kili1270|kili1266|kili1271|kili1267,-8.72574,151.072,|PG,|Papunesia,not endangered
btp,Budibud,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|peri1258|kili1270|kili1266|budi1249,-9.29802,153.689,|PG,|Papunesia,shifting
tgo,Sudest,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|peri1258|nimo1245|sude1239,-11.5229,153.488,|PG,|Papunesia,not endangered
nmw,Nimoa,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|peri1258|nimo1245|nimo1246,-11.2297,153.158,|PG,|Papunesia,not endangered
kbt,Abadi,aust1307|mala1545|cent2237|east2712|ocea1241|west2818|papu1253|peri1258|cent2070|west2850|abad1241,-9.03389,146.992,|PG,|Papunesia,not endangered
